point_logloss_raw,point_logloss_cal,point_brier_raw,point_brier_cal,match_logloss_raw,match_logloss_cal,match_logloss_elo,match_brier_raw,match_brier_cal,match_brier_elo,match_ece_cal,n_matches,latency_p50,latency_p95,latency_p99
0.6592376503430104,0.6934688633606257,0.2333561670950758,0.2501459319742243,0.6931471805599453,0.7373956757511553,0.5752296336112287,0.25,0.27119009705748764,0.19759467814710172,0.13631726318764795,682,24.300755000695062,51.06548334915715,54.84078594048697
